ORDER_DATE,ORDER_ID,CATEGORY,CUSTOMER,GRAND_TOTAL
2023-01-06,A5486,Belleza,585380,337478
2023-01-09,A5487,Muebles,555536,477305
2023-01-08,A5488,Decoración,731961,244363
2022-12-08,A5489,Belleza,351153,785303
2023-01-07,A5490,Smartphones,414482,564350
2022-12-09,A5491,Belleza,84501,944041
2023-01-28,A5492,Herramientas,270049,326990
2023-01-05,A5493,Ropa,926400,998085
2023-01-22,A5494,Herramientas,242347,338568
2023-01-26,A5495,Ropa,699558,766691
2023-01-10,A5496,Smartphones,851368,127977
2023-01-07,A5497,Herramientas,652247,618928
2023-01-18,A5498,Herramientas,975747,746958
2022-12-12,A5499,Muebles,100993,476469
2022-12-31,A5500,Herramientas,696524,675327
2023-01-23,A5501,Herramientas,549477,342249
2023-02-14,A5502,Smartphones,830307,941579
2023-02-06,A5503,Belleza,494516,528449
2023-02-27,A5504,Decoración,100665,855476
2022-12-29,A5505,Herramientas,146367,728767
2023-02-24,A5506,Decoración,268551,477379
2023-01-26,A5507,Smartphones,561804,618802
2023-02-18,A5508,Herramientas,737684,302801
2023-01-04,A5509,Smartphones,911807,723437
2022-12-08,A5510,Ropa,533179,205902
2023-01-03,A5511,Muebles,543982,379550
2023-01-05,A5512,Muebles,754108,422287
2023-02-20,A5513,Smartphones,604979,820475
2022-12-22,A5514,Ropa,57210,131622
2023-01-31,A5515,Ropa,322125,657554
2022-12-10,A5516,Decoración,841738,111996
2022-12-17,A5517,Ropa,854572,816797
2023-01-05,A5518,Muebles,385980,226215
2023-01-05,A5519,Muebles,650323,354033
2023-01-16,A5520,Decoración,585950,801342
2022-12-24,A5521,Decoración,121383,745962
2023-01-09,A5522,Ropa,544896,285588
2023-01-14,A5523,Smartphones,135820,238576
2023-01-16,A5524,Belleza,960921,788084
2022-12-12,A5525,Herramientas,240426,471453
2023-01-09,A5526,Herramientas,13526,221293
2022-12-18,A5527,Ropa,686015,391749
2023-01-25,A5528,Muebles,499399,101420
2022-12-24,A5529,Smartphones,911134,70986
2023-02-20,A5530,Herramientas,729918,250730
2022-12-14,A5531,Herramientas,581959,976805
2022-12-20,A5532,Herramientas,575122,419553
2023-01-27,A5533,Decoración,998786,443006
2023-01-08,A5534,Muebles,662324,630952
2023-02-10,A5535,Smartphones,44496,957501
2022-12-12,A5536,Herramientas,313539,130469
2022-12-22,A5537,Belleza,668268,920887
2022-12-15,A5538,Herramientas,761213,185315
2023-01-12,A5539,Herramientas,200507,463048
2023-02-18,A5540,Herramientas,467030,812983
2022-12-29,A5541,Ropa,262035,673517
2022-12-07,A5542,Ropa,80549,201860
2023-01-28,A5543,Herramientas,566213,825934
2023-02-18,A5544,Smartphones,300349,194036
2023-01-28,A5545,Decoración,836835,516114
2022-12-23,A5546,Smartphones,119763,186293
2023-02-09,A5547,Belleza,808790,381737
2023-01-12,A5548,Smartphones,351447,990856
2023-02-22,A5549,Ropa,131859,460721
2023-01-02,A5550,Smartphones,536703,942105
2023-02-27,A5551,Herramientas,974428,335712
2022-12-11,A5552,Belleza,843926,303174
2022-12-05,A5553,Decoración,586432,482084
2023-01-28,A5554,Decoración,420202,941095
2023-01-12,A5555,Ropa,31156,222079
2023-02-19,A5556,Belleza,477358,636892
2022-12-17,A5557,Muebles,386832,224623
2023-02-16,A5558,Ropa,355308,325854
2023-03-03,A5559,Herramientas,280904,527840
2023-01-25,A5560,Herramientas,571341,748703
2023-02-09,A5561,Ropa,305238,91699
2023-01-19,A5562,Muebles,745443,56872
2023-01-01,A5563,Ropa,111628,737877
2022-12-10,A5564,Decoración,13975,588558
2022-12-12,A5565,Smartphones,447286,686193
2023-01-13,A5566,Muebles,76107,690627
2022-12-09,A5567,Smartphones,803530,271526
2023-01-16,A5568,Muebles,707002,576313
2023-02-14,A5569,Decoración,766349,324004
2022-12-10,A5570,Smartphones,935383,941347
2022-12-07,A5571,Muebles,699287,76446
2023-01-06,A5572,Muebles,525036,604518
2023-01-10,A5573,Smartphones,855171,431404
2022-12-04,A5574,Belleza,135695,957346
2023-02-02,A5575,Herramientas,135819,126634
2022-12-22,A5576,Herramientas,486535,887811
2023-01-30,A5577,Decoración,978169,221493
2023-02-15,A5578,Smartphones,475785,908696
2023-01-31,A5579,Decoración,359200,484889
2023-02-04,A5580,Belleza,355525,982481
2023-01-08,A5581,Ropa,872353,760086
2022-12-11,A5582,Muebles,493180,351499
2022-12-21,A5583,Belleza,715019,581679
2023-01-14,A5584,Decoración,436226,63122
2023-01-15,A5585,Herramientas,930316,862876
2023-02-28,A5586,Ropa,192606,658427
2022-12-28,A5587,Belleza,26204,434567
2022-12-29,A5588,Smartphones,266107,941038
2022-12-16,A5589,Decoración,483484,777623
2022-12-04,A5590,Herramientas,364236,269251
2023-01-19,A5591,Ropa,257756,712848
2022-12-27,A5592,Decoración,731668,831871
2023-01-29,A5593,Muebles,466142,257069
2023-01-08,A5594,Ropa,696652,289015
2023-01-17,A5595,Ropa,985707,211529
2023-01-29,A5596,Muebles,173022,317283
2023-02-13,A5597,Smartphones,787758,664923
2023-01-29,A5598,Belleza,377401,902914
2022-12-26,A5599,Herramientas,235397,453161
2023-02-18,A5600,Decoración,560209,951167
2023-02-05,A5601,Muebles,68623,685105
2023-01-19,A5602,Herramientas,54815,682433
2022-12-18,A5603,Decoración,970612,460716
2023-01-07,A5604,Muebles,164729,292074
2022-12-21,A5605,Ropa,770815,800384
2023-01-21,A5606,Muebles,80360,523892
2022-12-28,A5607,Decoración,964669,958855
2022-12-21,A5608,Herramientas,577301,658326
2023-01-21,A5609,Herramientas,652537,733515
2023-01-31,A5610,Decoración,713611,110729
2022-12-19,A5611,Decoración,970013,967408
2023-01-18,A5612,Herramientas,399606,962513
2022-12-27,A5613,Herramientas,354742,961254
2023-02-11,A5614,Decoración,217617,295838
2022-12-07,A5615,Decoración,534751,614692
2022-12-22,A5616,Decoración,812843,268046
2023-02-21,A5617,Ropa,829371,514895
2023-01-21,A5618,Ropa,749104,278863
2023-02-19,A5619,Smartphones,92154,885164
2022-12-07,A5620,Ropa,482984,735341
2022-12-11,A5621,Herramientas,404,129480
2023-02-07,A5622,Belleza,757491,561535
2023-02-18,A5623,Muebles,109062,930452
2022-12-08,A5624,Muebles,779040,940858
2022-12-10,A5625,Belleza,106166,850533
2023-01-15,A5626,Muebles,639820,448403
2023-02-20,A5627,Ropa,494137,535246
2023-02-02,A5628,Smartphones,41878,879482
2022-12-29,A5629,Herramientas,983798,945050
2023-02-28,A5630,Smartphones,337352,689286
2022-12-20,A5631,Muebles,831402,389196
2022-12-14,A5632,Ropa,18783,818587
2022-12-27,A5633,Belleza,870629,761319
2022-12-18,A5634,Decoración,984464,786323
2022-12-21,A5635,Muebles,760754,791296
2023-02-09,A5636,Decoración,189638,520972
2022-12-09,A5637,Belleza,923366,479224
2023-03-01,A5638,Decoración,679928,237026
2023-01-24,A5639,Ropa,32186,958586
2023-02-20,A5640,Muebles,649541,638229
2023-02-09,A5641,Decoración,501162,340148
2023-01-16,A5642,Belleza,322124,902175
2023-02-04,A5643,Decoración,818427,576303
2022-12-12,A5644,Muebles,814111,161266
2022-12-08,A5645,Muebles,583262,458483
2023-01-27,A5646,Muebles,153229,839502
2022-12-11,A5647,Herramientas,639598,694814
2023-01-06,A5648,Belleza,260369,580297
2023-01-16,A5649,Muebles,438509,520216
2023-01-22,A5650,Decoración,628663,243494
2022-12-15,A5651,Ropa,289337,996244
2023-01-23,A5652,Decoración,786399,735634
2022-12-21,A5653,Smartphones,71613,451422
2023-01-25,A5654,Muebles,161671,888211
2023-01-16,A5655,Smartphones,767685,982790
2022-12-13,A5656,Herramientas,510371,834195
2023-02-03,A5657,Smartphones,727165,750921
2022-12-22,A5658,Muebles,808806,436641
2023-01-21,A5659,Decoración,384463,151233
2023-02-26,A5660,Smartphones,483534,267546
2022-12-21,A5661,Muebles,489079,154180
2023-02-26,A5662,Ropa,242424,971210
2023-02-03,A5663,Herramientas,237380,354870
2023-02-24,A5664,Ropa,275313,972380
2023-02-10,A5665,Decoración,613309,589135
2023-01-10,A5666,Ropa,194811,265826
2023-02-19,A5667,Decoración,96353,496558
2023-01-13,A5668,Herramientas,663605,528362
2023-02-21,A5669,Herramientas,866263,77501
2023-02-26,A5670,Muebles,378275,455547
2023-02-26,A5671,Smartphones,164806,329640
2023-02-08,A5672,Smartphones,827333,945897
2023-01-15,A5673,Belleza,719770,510068
2022-12-20,A5674,Ropa,48893,332673
2023-02-12,A5675,Smartphones,851707,958627
2023-02-27,A5676,Belleza,844509,918680
2023-01-12,A5677,Muebles,596572,643724
2023-02-12,A5678,Muebles,267984,792386
2022-12-05,A5679,Belleza,968898,53943
2022-12-10,A5680,Belleza,211804,373026
2023-02-05,A5681,Herramientas,528596,326501
2023-03-01,A5682,Ropa,442485,425500
2022-12-10,A5683,Decoración,17990,838360
2022-12-26,A5684,Decoración,863885,411507
2023-02-23,A5685,Ropa,343694,65916
2022-12-29,A5686,Decoración,574768,503197
2023-01-01,A5687,Smartphones,724152,240252
2023-01-15,A5688,Smartphones,824238,424650
2023-01-19,A5689,Decoración,366786,306956
2022-12-04,A5690,Muebles,207589,310676
2023-01-07,A5691,Herramientas,123632,267572
2023-01-09,A5692,Muebles,60882,171765
2022-12-07,A5693,Smartphones,948390,596013
2023-01-11,A5694,Belleza,949220,346800
2023-02-22,A5695,Decoración,875533,185637
2023-01-30,A5696,Decoración,151049,968808
2023-02-07,A5697,Muebles,764201,419993
2023-01-14,A5698,Smartphones,16629,441690
2023-02-08,A5699,Belleza,19203,417541
2023-01-04,A5700,Muebles,535519,542724
2023-01-10,A5701,Muebles,272578,695548
2023-02-03,A5702,Belleza,415078,689585
2023-02-15,A5703,Ropa,601813,745663
2023-01-28,A5704,Smartphones,163848,785781
2023-02-28,A5705,Smartphones,555873,350518
2023-01-09,A5706,Decoración,39959,149426
2023-02-03,A5707,Decoración,695583,942088
2022-12-08,A5708,Decoración,357806,782634
2023-02-15,A5709,Ropa,498195,126341
2023-02-01,A5710,Smartphones,794235,534154
2023-01-02,A5711,Decoración,558431,939392
2023-02-12,A5712,Decoración,917951,294354
2022-12-11,A5713,Decoración,296455,997209
2023-01-23,A5714,Decoración,419840,821627
2023-02-17,A5715,Muebles,641332,259850
2023-01-07,A5716,Belleza,788939,573210
2023-01-10,A5717,Ropa,549982,744650
2023-02-20,A5718,Smartphones,642030,668663
2022-12-14,A5719,Muebles,348115,776569
2023-01-07,A5720,Muebles,824704,765324
2022-12-27,A5721,Belleza,905694,904812
2023-01-21,A5722,Decoración,80507,240969
2023-02-22,A5723,Belleza,89375,301411
2023-01-11,A5724,Herramientas,972963,981989
2023-01-17,A5725,Belleza,551702,485803
2022-12-21,A5726,Muebles,420468,870742
2023-01-31,A5727,Smartphones,801431,763435
2022-12-17,A5728,Muebles,680065,650140
2023-01-25,A5729,Decoración,726659,617675
2023-02-20,A5730,Smartphones,458198,713170
2022-12-11,A5731,Herramientas,102286,732988
2023-02-26,A5732,Muebles,766260,69128
2023-02-04,A5733,Smartphones,371476,548799
2023-02-23,A5734,Decoración,786121,268857
2023-01-13,A5735,Herramientas,592852,329189
2023-02-05,A5736,Muebles,77982,657435
2023-01-13,A5737,Decoración,263971,490830
2023-01-25,A5738,Decoración,999761,76203
2022-12-25,A5739,Muebles,697408,433207
2022-12-05,A5740,Decoración,76831,520654
2023-01-09,A5741,Herramientas,464462,887040
2023-02-15,A5742,Smartphones,336182,790781
2022-12-23,A5743,Smartphones,300906,449629
2023-03-02,A5744,Belleza,458246,830086
2022-12-18,A5745,Muebles,403836,453952
2023-01-21,A5746,Ropa,184447,698005
2022-12-19,A5747,Herramientas,735432,819028
2023-01-22,A5748,Smartphones,974646,809911
2023-01-13,A5749,Smartphones,476856,707233
2023-02-08,A5750,Ropa,201389,799893
2023-03-02,A5751,Belleza,116622,479217
2023-01-25,A5752,Herramientas,243038,441225
2023-02-08,A5753,Herramientas,82767,696613
2022-12-11,A5754,Ropa,773119,905489
2022-12-22,A5755,Muebles,609566,317757
2022-12-14,A5756,Muebles,923878,221818
2023-02-22,A5757,Herramientas,640630,292348
2022-12-18,A5758,Decoración,263471,156417
2023-02-01,A5759,Muebles,52735,252560
2023-01-09,A5760,Herramientas,359715,167622
2023-02-22,A5761,Smartphones,941142,221915
2022-12-10,A5762,Herramientas,272180,371284
2022-12-27,A5763,Ropa,694702,792729
2022-12-05,A5764,Belleza,860981,796300
2023-01-14,A5765,Belleza,614868,191716
2023-02-28,A5766,Herramientas,848925,978808
2023-01-31,A5767,Ropa,492057,858004
2022-12-21,A5768,Ropa,565555,457445
2023-01-02,A5769,Herramientas,931556,644746
2023-03-01,A5770,Ropa,708243,58815
2023-02-21,A5771,Muebles,690396,341547
2023-01-24,A5772,Herramientas,77929,451308
2023-01-14,A5773,Decoración,249095,280335
2023-01-12,A5774,Smartphones,442773,248204
2023-01-13,A5775,Muebles,590732,216902
2023-01-07,A5776,Ropa,317572,757575
2023-02-14,A5777,Ropa,658607,763810
2022-12-06,A5778,Belleza,490429,837285
2023-01-17,A5779,Belleza,874109,421082
2023-02-07,A5780,Herramientas,92457,831429
2022-12-05,A5781,Ropa,716289,135556
2023-01-14,A5782,Muebles,305032,132802
2022-12-14,A5783,Ropa,401835,335401
2022-12-15,A5784,Belleza,407771,801665
2022-12-04,A5785,Smartphones,580416,549139
2023-02-26,A5786,Ropa,968006,516038
2023-01-20,A5787,Smartphones,285563,454107
2023-02-24,A5788,Herramientas,871608,191812
2022-12-16,A5789,Belleza,990404,942306
2023-01-07,A5790,Ropa,926247,438346
2022-12-22,A5791,Smartphones,387795,422338
2023-01-19,A5792,Smartphones,772194,973657
2023-02-28,A5793,Smartphones,427026,996939
2023-01-25,A5794,Belleza,687412,476141
2023-02-25,A5795,Smartphones,790502,384601
2023-02-09,A5796,Ropa,959612,148219
2023-01-07,A5797,Herramientas,391460,346729
2023-01-28,A5798,Decoración,723422,436603
2022-12-30,A5799,Decoración,160951,823071
2023-02-13,A5800,Muebles,185081,63205
2023-02-25,A5801,Muebles,581584,832204
2023-01-08,A5802,Herramientas,986120,141307
2022-12-20,A5803,Smartphones,180850,551182
2022-12-14,A5804,Ropa,50456,524945
2022-12-18,A5805,Ropa,361600,376435
2023-01-09,A5806,Muebles,391379,689701
2023-01-04,A5807,Ropa,99830,605889
2023-02-18,A5808,Belleza,415543,942670
2023-02-20,A5809,Muebles,323163,420348
2022-12-09,A5810,Muebles,901144,699245
2022-12-22,A5811,Herramientas,804729,701315
2023-01-27,A5812,Muebles,70687,871552
2022-12-31,A5813,Herramientas,202467,140222
2022-12-07,A5814,Belleza,178922,792027
2023-01-31,A5815,Decoración,339061,721184
2022-12-14,A5816,Muebles,164757,712072
2023-01-04,A5817,Decoración,524275,898149
2023-02-04,A5818,Belleza,225329,72897
2023-02-02,A5819,Smartphones,339541,791856
2023-01-18,A5820,Smartphones,46977,302646
2023-02-09,A5821,Belleza,544216,377698
2022-12-29,A5822,Herramientas,441990,445044
2023-01-26,A5823,Herramientas,567401,266566
2023-03-03,A5824,Decoración,809993,675289
2023-02-20,A5825,Smartphones,398525,259424
2023-02-18,A5826,Decoración,306099,209895
2023-01-30,A5827,Decoración,734042,330050
2023-01-21,A5828,Decoración,889137,400184
2023-01-05,A5829,Smartphones,844548,941282
2023-02-26,A5830,Smartphones,434818,674483
2022-12-11,A5831,Muebles,47960,168061
2022-12-11,A5832,Belleza,824795,169833
2023-01-04,A5833,Herramientas,570037,921540
2022-12-26,A5834,Herramientas,476006,632890
2022-12-05,A5835,Muebles,207962,646298
2022-12-05,A5836,Herramientas,700559,93918
2023-02-16,A5837,Ropa,283048,676130
2023-01-19,A5838,Decoración,734541,462807
2023-01-05,A5839,Herramientas,300541,790484
2023-02-18,A5840,Belleza,413570,941977
2023-02-17,A5841,Smartphones,883567,380009
2023-01-26,A5842,Herramientas,493388,125010
2023-02-03,A5843,Muebles,194135,287449
2023-01-17,A5844,Decoración,392053,377370
2023-02-21,A5845,Belleza,879283,773587
2023-02-26,A5846,Belleza,741289,211787
2023-02-25,A5847,Herramientas,784037,98359
2023-02-10,A5848,Muebles,202546,505208
2023-01-01,A5849,Herramientas,211995,57872
2023-01-15,A5850,Belleza,911967,664006
2023-02-06,A5851,Herramientas,144116,113820
2022-12-29,A5852,Herramientas,864743,728574
2023-01-31,A5853,Belleza,136264,247472
2022-12-23,A5854,Ropa,125130,596309
2023-01-18,A5855,Muebles,250841,933233
2023-01-27,A5856,Herramientas,899737,895697
2023-01-21,A5857,Decoración,505012,240021
2023-02-28,A5858,Smartphones,997996,566035
2022-12-05,A5859,Decoración,30712,671904
2023-01-22,A5860,Smartphones,521284,126431
2023-02-23,A5861,Decoración,7050,541451
2023-03-01,A5862,Herramientas,640606,384518
2023-01-14,A5863,Herramientas,963393,863145
2023-02-23,A5864,Herramientas,371569,260395
2023-01-03,A5865,Belleza,153294,860935
2023-01-18,A5866,Ropa,581206,504374
2022-12-12,A5867,Decoración,389349,966682
2022-12-28,A5868,Decoración,551852,880155
2022-12-05,A5869,Smartphones,869922,168949
2023-01-12,A5870,Belleza,259536,928095
2023-02-23,A5871,Muebles,805267,478888
2022-12-24,A5872,Muebles,603815,695206
2022-12-31,A5873,Belleza,595004,668526
2023-02-03,A5874,Herramientas,191764,677213
2023-02-16,A5875,Belleza,464031,304971
2023-02-03,A5876,Muebles,794596,205191
2023-02-28,A5877,Herramientas,190661,746986
2023-01-12,A5878,Muebles,377814,398569
2023-02-02,A5879,Decoración,552725,466599
2023-02-05,A5880,Smartphones,529765,584528
2022-12-26,A5881,Muebles,861789,968043
2023-02-13,A5882,Ropa,557721,544643
2023-01-14,A5883,Herramientas,644628,614315
2023-02-01,A5884,Belleza,349064,85042
2023-02-01,A5885,Belleza,580029,591463
2023-02-14,A5886,Muebles,578592,677143
2023-02-21,A5887,Muebles,594450,693844
2023-01-25,A5888,Smartphones,575848,803168
2022-12-25,A5889,Ropa,147112,514633
2023-01-15,A5890,Muebles,515841,207667
2022-12-15,A5891,Muebles,218397,721662
2023-02-02,A5892,Decoración,84411,982403
2022-12-05,A5893,Ropa,630751,400495
2023-01-24,A5894,Ropa,103901,780214
2023-03-01,A5895,Belleza,650785,127841
2023-01-29,A5896,Smartphones,711729,759757
2023-02-15,A5897,Muebles,726770,413481
2023-01-27,A5898,Belleza,716658,459161
2023-01-06,A5899,Ropa,225788,659584
2022-12-31,A5900,Herramientas,399944,633171
2022-12-14,A5901,Smartphones,83694,483808
2023-01-26,A5902,Smartphones,151705,197101
2023-02-18,A5903,Ropa,658566,191771
2023-01-29,A5904,Belleza,658521,363079
2023-01-03,A5905,Ropa,414203,996599
2023-01-11,A5906,Belleza,582713,852786
2023-01-31,A5907,Belleza,228410,838649
2023-02-01,A5908,Belleza,109869,413909
2022-12-11,A5909,Herramientas,445922,656564
2023-02-09,A5910,Ropa,588049,493264
2022-12-18,A5911,Ropa,105110,963885
2023-01-11,A5912,Smartphones,416163,232539
2023-02-07,A5913,Muebles,609036,362027
2023-02-27,A5914,Herramientas,487117,562584
2023-02-18,A5915,Muebles,183894,570181
2023-01-04,A5916,Muebles,318362,510735
2023-01-02,A5917,Smartphones,444572,846265
2023-01-27,A5918,Muebles,353580,356644
2023-01-13,A5919,Smartphones,893047,776814
2023-01-10,A5920,Muebles,403290,227246
2023-01-26,A5921,Belleza,380587,392415
2023-01-06,A5922,Decoración,344984,166678
2023-02-03,A5923,Muebles,436198,914645
2023-01-20,A5924,Belleza,295760,636695
2023-01-30,A5925,Muebles,65293,602241
2022-12-19,A5926,Herramientas,901571,638104
2023-02-07,A5927,Smartphones,885569,306511
2023-01-30,A5928,Smartphones,262359,941224
2023-01-15,A5929,Belleza,507786,999239
2023-02-04,A5930,Herramientas,449502,784945
2023-03-01,A5931,Belleza,388614,241923
2022-12-09,A5932,Muebles,53714,674691
2023-01-26,A5933,Herramientas,504618,453832
2023-01-30,A5934,Herramientas,141883,153316
2023-02-27,A5935,Herramientas,86592,929758
2022-12-08,A5936,Smartphones,192524,436427
2022-12-12,A5937,Smartphones,9894,718628
2023-02-05,A5938,Muebles,93915,643939
2023-01-01,A5939,Herramientas,952128,321747
2022-12-26,A5940,Smartphones,38421,617984
2022-12-12,A5941,Muebles,213576,772486
2023-02-05,A5942,Ropa,921119,688511
2022-12-26,A5943,Herramientas,34011,560074
2023-02-22,A5944,Decoración,90047,792878
2023-02-17,A5945,Herramientas,383948,357512
2022-12-31,A5946,Herramientas,193786,685020
2023-01-24,A5947,Herramientas,830253,141956
2023-02-12,A5948,Decoración,741695,598196
2022-12-23,A5949,Muebles,218705,271930
2023-01-13,A5950,Herramientas,757671,738806
2023-01-25,A5951,Smartphones,470856,796550
2023-03-03,A5952,Herramientas,689331,869625
2023-02-19,A5953,Ropa,183978,556820
2023-01-01,A5954,Herramientas,832349,334659
2023-02-06,A5955,Smartphones,215638,138336
2023-01-13,A5956,Ropa,316009,638772
2023-01-23,A5957,Belleza,117050,956032
2022-12-31,A5958,Belleza,340925,499051
2023-01-19,A5959,Belleza,644983,461428
2023-02-16,A5960,Belleza,832834,256791
2023-01-22,A5961,Herramientas,927784,279272
2022-12-21,A5962,Decoración,549493,903953
2023-01-27,A5963,Belleza,394756,286915
2023-01-09,A5964,Smartphones,928766,868912
2023-02-22,A5965,Muebles,530045,843527
2023-02-08,A5966,Muebles,153138,989701
2023-01-01,A5967,Belleza,592656,149883
2022-12-22,A5968,Smartphones,932460,113502
2023-01-19,A5969,Decoración,616067,970787
2022-12-06,A5970,Decoración,975522,547614
2022-12-21,A5971,Smartphones,967770,344416
2023-02-17,A5972,Herramientas,24900,582705
2022-12-18,A5973,Muebles,535608,562730
2023-01-19,A5974,Smartphones,417523,485457
2023-02-19,A5975,Herramientas,988389,689290
2023-01-02,A5976,Belleza,77766,386946
2022-12-12,A5977,Belleza,521307,561616
2023-02-27,A5978,Decoración,995050,869355
2023-02-19,A5979,Herramientas,659361,807730
2023-02-20,A5980,Muebles,728499,161117
2023-02-27,A5981,Ropa,989775,227001
2022-12-13,A5982,Belleza,54001,583575
2023-01-20,A5983,Herramientas,701897,209310
2023-03-02,A5984,Decoración,47005,288952
2023-02-01,A5985,Decoración,271260,641266
2023-01-15,A5986,Smartphones,675625,469965
2023-02-24,A5987,Belleza,107071,957134
2023-02-07,A5988,Muebles,307805,918114
2023-02-17,A5989,Smartphones,118973,340456
2023-01-26,A5990,Ropa,527543,435894
2022-12-20,A5991,Ropa,69155,504052
2023-01-25,A5992,Belleza,565327,772060
2022-12-31,A5993,Herramientas,803688,376524
2022-12-31,A5994,Belleza,143136,683655
2023-02-24,A5995,Belleza,869657,180792
2023-02-21,A5996,Ropa,626112,936929
2023-02-27,A5997,Decoración,329082,881878
2023-01-13,A5998,Ropa,859761,233622
2023-01-21,A5999,Smartphones,858329,577144
2022-12-15,A6000,Ropa,217616,69452
2023-01-13,A6001,Belleza,324616,820354
2023-02-12,A6002,Belleza,758000,804782
2022-12-12,A6003,Smartphones,947147,198333
2023-02-23,A6004,Herramientas,47175,829462
2022-12-20,A6005,Herramientas,115508,707508
2023-01-08,A6006,Smartphones,176528,392574
2023-02-07,A6007,Muebles,418333,689388
2023-01-12,A6008,Muebles,598929,522222
2023-01-12,A6009,Muebles,497899,973391
2023-01-11,A6010,Herramientas,223226,890816
2023-02-03,A6011,Ropa,326196,460117
2023-01-15,A6012,Smartphones,258577,111678
2023-02-26,A6013,Belleza,768828,812886
2023-02-19,A6014,Herramientas,105113,318743
2022-12-09,A6015,Smartphones,951465,123096
2023-02-15,A6016,Ropa,613164,906416
2022-12-16,A6017,Decoración,168035,156501
2023-01-22,A6018,Decoración,826238,518578
2022-12-05,A6019,Belleza,354818,255196
2022-12-20,A6020,Herramientas,791983,559881
2023-01-21,A6021,Herramientas,382145,891603
2022-12-08,A6022,Decoración,21806,460776
2023-02-14,A6023,Smartphones,297134,543603
2023-02-20,A6024,Decoración,538678,379972
2023-01-31,A6025,Herramientas,971733,747209
2023-02-06,A6026,Decoración,158620,524618
2023-02-06,A6027,Herramientas,449188,237123
2023-02-26,A6028,Decoración,240588,551319
2022-12-23,A6029,Decoración,464519,946271
2022-12-31,A6030,Herramientas,590875,516813
2022-12-27,A6031,Belleza,578398,827918
2023-01-20,A6032,Herramientas,873519,632494
2022-12-09,A6033,Herramientas,690086,380066
2022-12-10,A6034,Decoración,374241,214468
2023-02-08,A6035,Ropa,139063,290746
2023-01-18,A6036,Smartphones,545052,119763
2022-12-30,A6037,Ropa,991608,582878
2022-12-20,A6038,Herramientas,878600,507067
2023-02-22,A6039,Decoración,962107,95309
2023-01-22,A6040,Decoración,156438,649562
2022-12-25,A6041,Belleza,529452,141639
2023-01-01,A6042,Belleza,801514,387658
2023-02-06,A6043,Belleza,882410,842707
2022-12-12,A6044,Decoración,789260,181746
2023-02-26,A6045,Ropa,80324,657633
2023-01-16,A6046,Muebles,886545,997059
2023-01-08,A6047,Smartphones,593931,788709
2023-01-28,A6048,Smartphones,359204,84588
2023-02-11,A6049,Muebles,433295,374261
2023-02-27,A6050,Belleza,640170,924461
2022-12-13,A6051,Herramientas,202136,702086
2023-01-09,A6052,Muebles,673918,480182
2022-12-26,A6053,Belleza,976805,365535
2023-02-26,A6054,Decoración,925301,972301
2022-12-08,A6055,Muebles,134912,898126
2023-02-24,A6056,Smartphones,999362,924716
2023-01-05,A6057,Decoración,529566,998731
2023-02-08,A6058,Ropa,4753,956185
2023-01-18,A6059,Muebles,605287,222482
2023-02-17,A6060,Belleza,442795,123537
2023-03-01,A6061,Herramientas,218506,620335
2023-02-03,A6062,Muebles,723763,965688
2022-12-07,A6063,Decoración,106168,884764
2023-02-04,A6064,Belleza,44864,879319
2022-12-08,A6065,Muebles,701383,534943
2023-01-27,A6066,Smartphones,213181,201339
2023-01-24,A6067,Herramientas,817453,802724
2022-12-28,A6068,Muebles,372927,786005
2023-02-12,A6069,Belleza,292772,177673
2022-12-15,A6070,Belleza,325415,451879
2022-12-21,A6071,Decoración,771139,468374
2023-02-25,A6072,Muebles,643646,499143
2023-03-03,A6073,Ropa,682129,903025
2022-12-28,A6074,Belleza,843074,264258
2023-02-06,A6075,Belleza,626824,256057
2022-12-24,A6076,Belleza,184559,315344
2023-02-28,A6077,Muebles,911709,831904
2023-02-12,A6078,Muebles,978421,989155
2023-01-29,A6079,Ropa,280946,432251
2023-02-06,A6080,Ropa,46752,998063
2023-02-16,A6081,Smartphones,146561,631309
2022-12-03,A6082,Smartphones,813847,936813
2023-02-02,A6083,Muebles,330737,526155
2023-01-11,A6084,Ropa,842239,293282
2023-01-15,A6085,Ropa,150360,907132
2022-12-23,A6086,Decoración,145618,716346
2022-12-18,A6087,Muebles,896629,186678
2022-12-18,A6088,Ropa,86584,953502
2022-12-29,A6089,Herramientas,463392,257104
2023-02-23,A6090,Belleza,306756,893019
2022-12-21,A6091,Muebles,749645,346905
2022-12-18,A6092,Muebles,451787,609310
2023-02-22,A6093,Decoración,568352,340361
2023-02-03,A6094,Ropa,702817,296480
2022-12-25,A6095,Ropa,448125,697134
2022-12-25,A6096,Smartphones,532467,241543
2023-01-18,A6097,Muebles,315438,65791
2022-12-13,A6098,Belleza,896957,331421
2022-12-19,A6099,Smartphones,351862,679066
2023-02-18,A6100,Belleza,175303,54291
2023-02-23,A6101,Decoración,51714,555988
2022-12-29,A6102,Ropa,49253,995242
2023-01-15,A6103,Belleza,813643,770291
2022-12-18,A6104,Belleza,499110,88845
2023-03-01,A6105,Belleza,228953,650782
2023-01-23,A6106,Belleza,859311,534172
2023-01-24,A6107,Smartphones,123526,609143
2022-12-28,A6108,Decoración,521266,758959
2022-12-10,A6109,Ropa,701575,619318
